LoopNumber,Date,Time,Latitude1,Longtitude1,Latitude2,Longtitude2,distance,km/s,km/hr,Country,City,LatAccuracy,LongAccuracy
1,06/05/2022,22:53:29:493014,-27.22972323,176.5717086,-27.46200642,176.8041307,34.55578027,6.911156054,24880.16179,NZ,Taipa,7.534033576,3.33748067
2,06/05/2022,22:53:34:792549,-27.63674055,176.9799795,-27.86807669,177.2141489,34.53521494,6.907042987,24865.35475,NZ,Paihia,7.412593309,3.123118919
3,06/05/2022,22:53:40:398612,-27.88148415,177.2277685,-28.11231441,177.4630861,34.53397007,6.906794014,24864.45845,NZ,Paihia,7.168355594,3.372056126
4,06/05/2022,22:53:45:704678,-28.13978213,177.4911936,-28.36999791,177.7276681,34.52195196,6.904390392,24855.80541,NZ,Paihia,6.910672095,3.636638119
5,06/05/2022,22:53:50:998777,-28.38370809,177.7418019,-28.61345693,177.9795127,34.5289475,6.9057895,24860.8422,NZ,Paihia,6.667213072,3.88848269
6,06/05/2022,22:53:56:605960,-28.62651242,177.9930699,-28.85571338,178.2319517,34.52473658,6.904947316,24857.81034,NZ,Paihia,6.424956623,4.140921692
7,06/05/2022,22:54:01:923540,-28.88305528,178.2605596,-29.11163268,178.5006608,34.51498347,6.902996693,24850.7881,NZ,Paihia,6.16903732,4.409630797
8,06/05/2022,22:54:07:227938,-29.12576149,178.5155574,-29.35383704,178.7569331,34.5204737,6.904094741,24854.74107,NZ,Paihia,5.926832963,4.665903129
9,06/05/2022,22:54:12:847091,-29.36727538,178.7712087,-29.5947867,179.0138119,34.51751792,6.903503584,24852.6129,NZ,Paihia,5.685883295,4.922781916
10,06/05/2022,22:54:18:152936,-29.62246382,179.043444,-29.84932225,179.2873136,34.50729115,6.901458231,24845.24963,NZ,Ngunguru,5.767347752,4.787313584
11,06/05/2022,22:54:23:454910,-29.86281938,179.3018787,-30.08915696,179.5470718,34.51346733,6.902693467,24849.69648,NZ,Ngunguru,5.527513041,5.047071784
12,06/05/2022,22:54:29:055624,-30.1023793,179.5614513,-30.32812549,179.8079143,34.51006604,6.902013208,24847.24755,NZ,Ngunguru,5.288544512,5.307914272
13,06/05/2022,22:54:34:353005,-30.35475471,179.8371078,-30.57982436,-179.9151189,34.49987873,6.899975745,24839.91268,TO,`Ohonua,9.246494355,4.965118858
14,06/05/2022,22:54:39:636811,-30.59283444,-179.9007396,-30.81735649,-179.6515996,34.50572929,6.901145857,24844.12509,TO,`Ohonua,9.484026491,4.701599589
15,06/05/2022,22:54:45:265148,-30.82965845,-179.6378943,-31.0535689,-179.3874389,34.50280201,6.900560403,24842.01745,TO,`Ohonua,9.720238903,4.437438881
16,06/05/2022,22:54:50:569969,-31.08121351,-179.3563842,-31.30441869,-179.1045612,34.49279435,6.89855887,24834.81193,TO,`Ohonua,9.971088694,4.154561238
17,06/05/2022,22:54:55:878639,-31.3176482,-179.0895745,-31.54027142,-178.8363427,34.49755045,6.89951009,24838.23632,TO,`Ohonua,10.20694142,3.886342718
18,06/05/2022,22:55:01:508152,-31.55357912,-178.8211428,-31.77556641,-178.5665363,34.49537616,6.899075233,24836.67084,TO,`Ohonua,10.44223641,3.61653626
19,06/05/2022,22:55:06:809306,-31.80302199,-178.5349069,-32.024272,-178.2788873,34.48475755,6.89695151,24829.02544,TO,`Ohonua,10.690942,3.328887296
20,06/05/2022,22:55:12:112313,-32.0372289,-178.2638311,-32.25787778,-178.0063455,34.49074118,6.898148237,24833.33365,TO,`Ohonua,10.92454778,3.056345462
21,06/05/2022,22:55:17:708762,-32.27081118,-177.9911887,-32.49080037,-177.732278,34.48903338,6.897806677,24832.10404,TO,`Ohonua,11.15747037,2.782278049
22,06/05/2022,22:55:23:006908,-32.516549,-177.7018365,-32.73576927,-177.4414797,34.47734074,6.895468148,24823.68533,NZ,Waitangi,11.21776073,0.881749659
23,06/05/2022,22:55:28:324662,-32.74847528,-177.426324,-32.96706118,-177.1644586,34.48250927,6.896501854,24827.40667,NZ,Waitangi,10.98646882,0.604728627
24,06/05/2022,22:55:33:935223,-32.98052066,-177.1482634,-33.19841946,-176.8849168,34.48124754,6.896249508,24826.49823,NZ,Waitangi,10.75511054,0.325186768
25,06/05/2022,22:55:39:225946,-33.2245364,-176.8532049,-33.44164018,-176.588351,34.4704245,6.8940849,24818.70564,NZ,Waitangi,10.51188982,0.028621
26,06/05/2022,22:55:44:521493,-33.4538966,-176.5733323,-33.67033923,-176.3069199,34.47587056,6.895174112,24822.6268,NZ,Waitangi,10.28319077,0.252810106
27,06/05/2022,22:55:50:126965,-33.68270254,-176.2916338,-33.89842133,-176.0237098,34.47298211,6.894596423,24820.54712,NZ,Waitangi,10.05510867,0.536020219
28,06/05/2022,22:55:55:427879,-33.92406294,-175.9917096,-34.13896119,-175.722223,34.46290932,6.892581864,24813.29471,NZ,Waitangi,9.814568805,0.837506988
29,06/05/2022,22:56:00:739241,-34.15152988,-175.7063893,-34.36573429,-175.4352919,34.46822848,6.893645695,24817.1245,NZ,Waitangi,9.587795705,1.124438128
30,06/05/2022,22:56:06:349840,-34.37864676,-175.4188739,-34.59209828,-175.1462064,34.46590827,6.893181653,24815.45395,NZ,Waitangi,9.361431724,1.413523649
31,06/05/2022,22:56:11:644960,-34.61768234,-175.1133628,-34.83027756,-174.8390836,34.45535899,6.891071798,24807.85847,NZ,Waitangi,9.123252439,1.720646431
32,06/05/2022,22:56:16:939225,-34.8424659,-174.8232846,-35.05433916,-174.5473419,34.46112555,6.892225109,24812.01039,NZ,Waitangi,8.899190844,2.012388074
33,06/05/2022,22:56:22:549548,-35.06638609,-174.5315773,-35.27747432,-174.2540239,34.45831787,6.891663574,24809.98887,NZ,Waitangi,8.676055677,2.305706142
34,06/05/2022,22:56:27:843318,-35.30276336,-174.2206026,-35.51296303,-173.9413849,34.44791682,6.889583363,24802.50011,NZ,Waitangi,8.440566972,2.618345088
35,06/05/2022,22:56:33:144709,-35.52495464,-173.9253786,-35.73439766,-173.6444498,34.45334036,6.890668072,24806.40506,NZ,Waitangi,8.219132335,2.915280195
36,06/05/2022,22:56:38:759426,-35.74660849,-173.6279909,-35.95524043,-173.345389,34.45179112,6.890358224,24805.28961,NZ,Waitangi,7.998289571,3.21434099
37,06/05/2022,22:56:44:044049,-35.98041,-173.3111168,-36.18811385,-173.0268037,34.44065872,6.888131744,24797.27428,NZ,Waitangi,7.765416153,3.532926304
38,06/05/2022,22:56:49:353752,-36.19958418,-173.0110244,-36.40650188,-172.724948,34.44659145,6.889318291,24801.54585,NZ,Waitangi,7.547028117,3.834781951
39,06/05/2022,22:56:54:969767,-36.41890271,-172.7077165,-36.62496861,-172.4199221,34.44412259,6.888824517,24799.76826,NZ,Waitangi,7.328561385,4.139807904
40,06/05/2022,22:57:00:278429,-36.64988333,-172.3849381,-36.8549879,-172.0953771,34.43342556,6.886685113,24792.06641,NZ,Waitangi,7.098542104,4.464352942
41,06/05/2022,22:57:05:582379,-36.86729617,-172.0779111,-37.0715776,-171.7865249,34.43971099,6.887942197,24796.59191,NZ,Waitangi,6.8819524,4.773205087
42,06/05/2022,22:57:11:205605,-37.08358022,-171.7693155,-37.28697224,-171.4761685,34.43666196,6.887332391,24794.39661,NZ,Waitangi,6.666557762,5.083561517
43,06/05/2022,22:57:16:518134,-37.31185522,-171.4401056,-37.51425671,-171.1451251,34.42749352,6.885498704,24787.79534,NZ,Waitangi,6.43927329,5.414604881
44,06/05/2022,22:57:21:814918,-37.52654975,-171.1271143,-37.72807992,-170.8302724,34.43192291,6.886384582,24790.9845,NZ,Waitangi,6.225450075,5.729457552
45,06/05/2022,22:57:27:437479,-37.73963822,-170.813157,-37.94025042,-170.5144979,34.42998817,6.885997635,24789.59149,NZ,Waitangi,6.013279584,6.045232079
46,06/05/2022,22:57:32:732566,-37.96475977,-170.4778014,-38.16433412,-170.1772718,34.41926117,6.883852233,24781.86804,NZ,Waitangi,5.789195883,6.382458166
47,06/05/2022,22:57:38:027072,-38.1757686,-170.1599597,-38.37444816,-169.8575078,34.42563419,6.885126838,24786.45662,NZ,Waitangi,5.579081841,6.702222239
48,06/05/2022,22:57:43:664834,-38.38574612,-169.8402145,-38.58346615,-169.5359044,34.4229239,6.884584781,24784.50521,NZ,Waitangi,5.37006385,7.02382563
49,06/05/2022,22:57:48:967639,-38.6082172,-169.4975856,-38.80486108,-169.1913435,34.41289579,6.882579157,24777.28497,NZ,Waitangi,5.148668921,7.368386517
50,06/05/2022,22:57:54:276996,-38.81642738,-169.17323,-39.01212966,-168.8650231,34.41815941,6.883631881,24781.07477,NZ,Waitangi,4.941400342,7.694706877
51,06/05/2022,22:57:59:886262,-39.02383603,-168.8464828,-39.21853961,-168.536361,34.41585807,6.883171613,24779.41781,NZ,Waitangi,4.734990392,8.023369001
52,06/05/2022,22:58:05:189129,-39.24180657,-168.4990781,-39.43539576,-168.1869898,34.40537522,6.881075044,24771.87016,NZ,Waitangi,4.518134239,8.372740237
53,06/05/2022,22:58:10:491384,-39.4467823,-168.1685277,-39.63938888,-167.8544276,34.41050466,6.882100933,24775.56336,NZ,Waitangi,4.314141117,8.705302444
54,06/05/2022,22:58:16:106552,-39.65064414,-167.835966,-39.84205043,-167.5201772,34.37887268,6.875774537,24752.78833,NZ,Waitangi,4.111479566,9.039552809
55,06/05/2022,22:58:21:388060,-39.86533284,-167.4815265,-40.0557492,-167.1634433,34.39858144,6.879716288,24766.97864,NZ,Waitangi,3.897780801,9.396286675
56,06/05/2022,22:58:26:692208,-40.06613871,-167.1459857,-40.25549778,-166.8259154,34.3969051,6.879381021,24765.77167,NZ,Waitangi,3.698032221,9.733814571
57,06/05/2022,22:58:32:295826,-40.26667318,-166.8069129,-40.45500505,-166.4847495,34.40405676,6.880811353,24770.92087,NZ,Waitangi,3.498524949,10.07498049
58,06/05/2022,22:58:37:599709,-40.4772811,-166.4464008,-40.66440858,-166.1221898,34.39251359,6.878502719,24762.60979,NZ,Waitangi,3.289121418,10.43754019
59,06/05/2022,22:58:42:899509,-40.67544862,-166.1029456,-40.86140775,-165.7768087,34.37888878,6.875777757,24752.79992,NZ,Waitangi,3.092122251,10.78292134
60,06/05/2022,22:58:48:487329,-40.87228291,-165.7576185,-41.05712912,-165.4294235,34.37791472,6.875582945,24752.0986,NZ,Waitangi,2.896400885,11.13030654
61,06/05/2022,22:58:53:787768,-41.0785249,-165.3911866,-41.26222883,-165.0607225,34.38562028,6.877124057,24757.6466,NZ,Waitangi,2.691301167,11.49900746
62,06/05/2022,22:58:59:094277,-41.27293881,-165.0413357,-41.45550602,-164.7087734,34.38579121,6.877158241,24757.76967,NZ,Waitangi,2.49802398,11.85095663
63,06/05/2022,22:59:04:711272,-41.46635112,-164.6888929,-41.64779337,-164.3541652,34.39121829,6.878243657,24761.67717,NZ,Waitangi,2.305736627,12.20556481
64,06/05/2022,22:59:10:010112,-41.6697287,-164.3134244,-41.84976302,-163.9767671,34.35853856,6.871707712,24738.14776,NZ,Waitangi,2.103766979,12.58296289
65,06/05/2022,22:59:15:317540,-41.86031865,-163.9569011,-42.03919173,-163.6180706,34.36242578,6.872485156,24740.94656,NZ,Waitangi,1.91433827,12.94165939
66,06/05/2022,22:59:20:933610,-42.04993765,-163.5975823,-42.22769712,-163.2564372,34.37887122,6.875774244,24752.78728,NZ,Waitangi,1.725832877,13.3032928
67,06/05/2022,22:59:26:233895,-42.24918417,-163.2149129,-42.42562931,-162.8715345,34.3731641,6.87463282,24748.67815,NZ,Waitangi,1.527900695,13.6881955
68,06/05/2022,22:59:31:545617,-42.43590655,-162.851401,-42.61115801,-162.5057798,34.38001017,6.876002035,24753.60732,NZ,Waitangi,1.342371988,14.05395023
69,06/05/2022,22:59:37:153805,-42.62170927,-162.4848311,-42.79569915,-162.1370492,34.3770658,6.87541316,24751.48738,NZ,Waitangi,1.157830845,14.42268078
70,06/05/2022,22:59:42:462218,-42.81642775,-162.0953182,-42.98903291,-161.745317,34.36673778,6.873347556,24744.0512,NZ,Waitangi,0.964497086,14.81441299
71,06/05/2022,22:59:47:767211,-42.99936355,-161.7242252,-43.17072147,-161.3719501,34.37284418,6.874568836,24748.44781,NZ,Waitangi,0.782808529,15.18777988
72,06/05/2022,22:59:53:404676,-43.18081499,-161.3510562,-43.35086885,-160.9965843,34.37054755,6.874109509,24746.79423,NZ,Waitangi,0.60266115,15.56314566
73,06/05/2022,22:59:58:713521,-43.37211401,-160.9519699,-43.54072922,-160.5952291,34.36079706,6.872159412,24739.77388,NZ,Waitangi,0.412800781,15.96450088
74,06/05/2022,23:00:04:012027,-43.55083288,-160.5737013,-43.71815027,-160.2146576,34.36663598,6.873327196,24743.97791,NZ,Waitangi,0.235379732,16.34507235
75,06/05/2022,23:00:09:623034,-43.72778778,-160.193829,-43.89375726,-159.8325562,34.36496162,6.872992325,24742.77237,NZ,Waitangi,0.059772735,16.72717383
76,06/05/2022,23:00:14:933122,-43.91361397,-159.7890028,-44.078098,-159.4254507,34.35467253,6.870934505,24735.36422,NZ,Waitangi,0.124568004,17.13427927
77,06/05/2022,23:00:20:241963,-44.08799475,-159.4034164,-44.25113242,-159.0375294,34.36091145,6.872182289,24739.85624,NZ,Waitangi,0.297602425,17.52220062
78,06/05/2022,23:00:25:845843,-44.26085973,-159.0155517,-44.42259674,-158.6474083,34.35910764,6.871821529,24738.5575,NZ,Waitangi,0.469066738,17.9123217
79,06/05/2022,23:00:31:145228,-44.44171365,-158.6035515,-44.60191683,-158.2331065,34.34911205,6.869822411,24731.36068,NZ,Waitangi,0.648386826,18.32662348
80,06/05/2022,23:00:36:431776,-44.61121141,-158.2114522,-44.77002184,-157.8386498,34.35576412,6.871152823,24736.15016,NZ,Waitangi,0.816491841,18.72108022
81,06/05/2022,23:00:42:043891,-44.77878329,-157.8179262,-44.93614394,-157.4428692,34.35291162,6.870582324,24734.09636,NZ,Waitangi,0.982613937,19.11686079
82,06/05/2022,23:00:47:326583,-44.95499821,-157.3975646,-45.11077357,-157.0201779,34.34362466,6.868724932,24727.40975,NZ,Waitangi,1.157243571,19.53955209
83,06/05/2022,23:00:52:619268,-45.11929254,-156.9993791,-45.27362501,-156.6196321,34.3496307,6.86992614,24731.7341,NZ,Waitangi,1.320095009,19.9400979
84,06/05/2022,23:00:58:240303,-45.28232714,-156.5980512,-45.43516093,-156.2160245,34.34758732,6.869517464,24730.26287,NZ,Waitangi,1.481630931,20.34370554
85,06/05/2022,23:01:03:531045,-45.45373771,-156.1691965,-45.60492978,-155.7848265,34.3381812,6.86763624,24723.49046,NZ,Waitangi,1.651399778,20.77490349
86,06/05/2022,23:01:08:823751,-45.61343773,-155.7630227,-45.76313135,-155.3762795,34.34400838,6.868801675,24727.68603,NZ,Waitangi,1.809601353,21.18345047
87,06/05/2022,23:01:14:456729,-45.77157252,-155.3542933,-45.9197208,-154.9652494,34.34314145,6.868628289,24727.06184,NZ,Waitangi,1.966190796,21.59448057
88,06/05/2022,23:01:19:743896,-45.93806783,-154.9166458,-46.08451422,-154.5252557,34.33315146,6.866630292,24719.86905,NZ,Waitangi,2.130984216,22.03447433
89,06/05/2022,23:01:25:050347,-46.09264628,-154.5033405,-46.23754498,-154.109566,34.33966956,6.867933913,24724.56209,NZ,Waitangi,2.284014984,22.45016402
90,06/05/2022,23:01:30:652132,-46.24610551,-154.0861046,-46.38929947,-153.6903083,34.31405016,6.862810032,24706.11612,NZ,Waitangi,2.435769465,22.86942175
91,06/05/2022,23:01:35:958523,-46.40625208,-153.6430251,-46.54779799,-153.2446232,34.32791705,6.86558341,24716.10028,NZ,Waitangi,2.594267989,23.31510684
92,06/05/2022,23:01:41:259091,-46.55619718,-153.2207766,-46.69609246,-152.8201088,34.32374924,6.864749848,24713.09945,NZ,Waitangi,2.742562464,23.73962117
93,06/05/2022,23:01:46:870826,-46.70423659,-152.7965782,-46.84251932,-152.3934938,34.33288778,6.866577555,24719.6792,NZ,Waitangi,2.888989315,24.16623623
94,06/05/2022,23:01:52:174256,-46.85905086,-152.3448501,-46.99552888,-151.9394419,34.32295026,6.864590052,24712.52419,PF,Moerai,24.54419888,0.59753187
95,06/05/2022,23:01:57:480677,-47.00354487,-151.9154148,-47.13836318,-151.5076237,34.3297109,6.86594218,24717.39185,PF,Moerai,24.68703318,0.165713665
96,06/05/2022,23:02:03:088200,-47.14632131,-151.4833314,-47.27942906,-151.0732591,34.32823319,6.865646638,24716.3279,PF,Moerai,24.82809906,0.268650917
97,06/05/2022,23:02:08:391380,-47.29522266,-151.0241242,-47.42647255,-150.6117477,34.31841521,6.863683042,24709.25895,PF,Moerai,24.97514255,0.730162302
98,06/05/2022,23:02:13:686929,-47.43417185,-150.5873288,-47.56370615,-150.1725922,34.32476804,6.864953607,24713.83299,PF,Moerai,25.11237615,1.169317846
99,06/05/2022,23:02:19:305628,-47.57107086,-150.1487868,-47.69884632,-149.7317917,34.3236272,6.864725439,24713.01158,PF,Moerai,25.24751632,1.610118313
100,06/05/2022,23:02:24:588609,-47.7142827,-149.6808965,-47.84014366,-149.2616141,34.31433744,6.862867489,24706.32296,PF,Moerai,25.38881366,2.080295859
101,06/05/2022,23:02:29:895901,-47.84701773,-149.2384895,-47.97111344,-148.8168895,34.32007031,6.864014061,24710.45062,PF,Moerai,25.51978344,2.525020464
102,06/05/2022,23:02:35:522072,-47.97845644,-148.7916927,-48.10073987,-148.367848,34.31991272,6.863982543,24710.33716,PF,Moerai,25.64940987,2.974061972
103,06/05/2022,23:02:40:829960,-48.1156826,-148.3154965,-48.23599157,-147.8894085,34.30986599,6.861973198,24703.10351,PF,Moerai,25.78466157,3.452501497
104,06/05/2022,23:02:46:117383,-48.24315328,-147.8637821,-48.36163781,-147.4353903,34.31652429,6.863304858,24707.89749,PF,Moerai,25.91030781,3.906519684
105,06/05/2022,23:02:51:737415,-48.36817564,-147.4115047,-48.4847966,-146.9809368,34.31476309,6.862952619,24706.62943,PF,Moerai,26.0334666,4.360973239
106,06/05/2022,23:02:57:024343,-48.49890199,-146.92827,-48.61350042,-146.4954946,34.30586924,6.861173849,24700.22585,PF,Moerai,26.16217042,4.846415387
107,06/05/2022,23:03:02:318190,-48.61984173,-146.4712876,-48.73257193,-146.0362538,34.31319864,6.862639727,24705.50302,PF,Moerai,26.28124193,5.305656186
108,06/05/2022,23:03:07:919785,-48.73892972,-146.0114481,-48.84971794,-145.5743829,34.30380782,6.860761564,24698.74163,PF,Moerai,26.39838794,5.767527096
109,06/05/2022,23:03:13:202458,-48.86273119,-145.5224351,-48.97147396,-145.0831333,34.30232475,6.860464949,24697.67382,PF,Moerai,26.52014396,6.258776713
110,06/05/2022,23:03:18:501248,-48.97739577,-145.0589372,-49.08421873,-144.6174362,34.3094592,6.86189184,24702.81063,PF,Moerai,26.63288873,6.724473827
111,06/05/2022,23:03:24:102390,-49.09034321,-144.5918285,-49.19519739,-144.1482515,34.30811353,6.861622707,24701.84174,PF,Rikitea,26.07491739,9.179081483
112,06/05/2022,23:03:29:394940,-49.20746737,-144.0956922,-49.3101988,-143.6500494,34.29864642,6.859729284,24695.02542,PF,Rikitea,26.1899188,8.680879425
113,06/05/2022,23:03:34:701991,-49.31598992,-143.6246238,-49.41674688,-143.1768412,34.30593375,6.86118675,24700.2723,PF,Rikitea,26.29646688,8.207671174
114,06/05/2022,23:03:40:318373,-49.42268319,-143.1501324,-49.52141822,-142.700343,34.3044621,6.860892421,24699.21271,PF,Rikitea,26.40113822,7.731172958
115,06/05/2022,23:03:45:620999,-49.53326015,-142.6456749,-49.62981695,-142.1938895,34.2953252,6.85906504,24692.63414,PN,Adamstown,24.56384695,12.09241945
116,06/05/2022,23:03:50:930687,-49.63544676,-142.1672078,-49.72997297,-141.7133647,34.3018769,6.86037538,24697.35137,PN,Adamstown,24.66400297,11.61189474
117,06/05/2022,23:03:56:534231,-49.73559127,-141.6860337,-49.828048,-141.2302555,34.30106958,6.860213916,24696.7701,PN,Adamstown,24.762078,11.12878547
118,06/05/2022,23:04:01:833718,-49.83889054,-141.1760435,-49.92912807,-140.7183499,34.29309159,6.858618319,24691.02595,PN,Adamstown,24.86315807,10.6168799
119,06/05/2022,23:04:07:136085,-49.93432741,-140.6916143,-50.02249939,-140.2318859,34.30451992,6.860903984,24699.25434,PN,Adamstown,24.95652939,10.13041594
120,06/05/2022,23:04:12:752879,-50.02759008,-140.2049678,-50.11363543,-139.7434704,34.29838813,6.859677626,24694.83945,PN,Adamstown,25.04766543,9.642000397
121,06/05/2022,23:04:18:042748,-50.12393811,-139.6873642,-50.20770956,-139.2240618,34.2894631,6.85789262,24688.41343,PN,Adamstown,25.14173956,9.12259183
122,06/05/2022,23:04:23:337989,-50.21237368,-139.1978839,-50.29403077,-138.732678,34.29862801,6.859725603,24695.01217,PN,Adamstown,25.22806077,8.631208032
123,06/05/2022,23:04:28:935231,-50.29863251,-138.706062,-50.37813051,-138.2391467,34.29590352,6.859180704,24693.05053,PN,Adamstown,25.31216051,8.137676718
124,06/05/2022,23:04:34:221636,-50.3873308,-138.1842157,-50.46451892,-137.7156116,34.28726365,6.85745273,24686.82983,PN,Adamstown,25.39854892,7.614141565
125,06/05/2022,23:04:39:517178,-50.46875648,-137.6894716,-50.5437827,-137.2191011,34.29437752,6.858875504,24691.95181,PN,Adamstown,25.4778127,7.117631149
126,06/05/2022,23:04:45:150195,-50.54801279,-137.192141,-50.62084113,-136.7201567,34.29293015,6.858586031,24690.90971,PN,Adamstown,25.55487113,6.618686696
127,06/05/2022,23:04:50:449370,-50.62976848,-136.6612476,-50.70023088,-136.1876837,34.28460237,6.856920474,24684.91371,PN,Adamstown,25.63426088,6.086213737
128,06/05/2022,23:04:55:743099,-50.70427016,-136.1600567,-50.77252317,-135.6848453,34.29144443,6.858288886,24689.83999,PN,Adamstown,25.70655317,5.583375308
129,06/05/2022,23:05:01:367480,-50.77634367,-135.6577601,-50.84236489,-135.1810264,34.29234343,6.858468685,24690.48727,PN,Adamstown,25.77639489,5.079556391
130,06/05/2022,23:05:06:673297,-50.85032487,-135.1223955,-50.91394234,-134.6442378,34.28277451,6.856554903,24683.59765,PN,Adamstown,25.84797234,4.542767838
131,06/05/2022,23:05:11:977267,-50.91766405,-134.6157165,-50.97904047,-134.1359596,34.29526844,6.859053688,24692.59328,PN,Adamstown,25.91307047,4.034489588
132,06/05/2022,23:05:17:583633,-50.98257971,-134.1077322,-51.04167229,-133.6266728,34.28979155,6.857958309,24688.64991,PN,Adamstown,25.97570229,3.525202848
133,06/05/2022,23:05:22:889618,-51.04857372,-133.5692343,-51.105236,-133.0868913,34.28095479,6.856190958,24682.28745,PN,Adamstown,26.039266,2.98542133
134,06/05/2022,23:05:28:200230,-51.1085441,-133.0581103,-51.16292043,-132.57438,34.28823807,6.857647614,24687.53141,PN,Adamstown,26.09695043,2.472910015
135,06/05/2022,23:05:33:798832,-51.16612638,-132.5452041,-51.21819197,-132.0602411,34.28786025,6.85757205,24687.25938,PN,Adamstown,26.15222197,1.958771145
136,06/05/2022,23:05:39:105775,-51.22417582,-132.0030912,-51.27378269,-131.5170007,34.27906338,6.855812676,24680.92563,PN,Adamstown,26.20781269,1.415530739
137,06/05/2022,23:05:44:408433,-51.27667965,-131.4878981,-51.32396822,-131.0005653,34.28653801,6.857307602,24686.30737,PN,Adamstown,26.25799822,0.899095265
138,06/05/2022,23:05:50:016931,-51.32667311,-130.9719526,-51.37162523,-130.4835385,34.28627761,6.857255523,24686.11988,PN,Adamstown,26.30565523,0.38206853
139,06/05/2022,23:05:55:319557,-51.37685592,-130.4250291,-51.41931715,-129.9356479,34.27756068,6.855512136,24679.84369,PN,Adamstown,26.35334715,0.165822144
140,06/05/2022,23:06:00:627371,-51.42175002,-129.9067805,-51.46186597,-129.4163195,34.2846254,6.85692508,24684.93029,PN,Adamstown,26.39589597,0.685150492
141,06/05/2022,23:06:06:235056,-51.46419046,-129.3870101,-51.50194265,-128.895619,34.28485835,6.85697167,24685.09801,PN,Adamstown,26.43597265,1.205851015
142,06/05/2022,23:06:11:541719,-51.50630508,-128.8368336,-51.54154363,-128.3446363,34.27686628,6.855373255,24679.34372,PN,Adamstown,26.47557363,1.756833664
143,06/05/2022,23:06:16:845245,-51.54357747,-128.3152126,-51.57644454,-127.8220975,34.28397283,6.856794566,24684.46044,PN,Adamstown,26.51047454,2.279372491
144,06/05/2022,23:06:22:456400,-51.57830824,-127.7930618,-51.60879207,-127.2991791,34.28448124,6.856896248,24684.82649,PN,Adamstown,26.54282207,2.802290875
145,06/05/2022,23:06:27:738491,-51.61230388,-127.2397772,-51.6402521,-126.7452806,34.27546883,6.855093767,24678.33756,PN,Adamstown,26.5742821,3.356189399
146,06/05/2022,23:06:33:043136,-51.6417194,-126.7181446,-51.66728014,-126.2230427,34.27286554,6.854573108,24676.46319,PN,Adamstown,26.60131014,3.87842727
147,06/05/2022,23:06:38:680346,-51.66872657,-126.1936284,-51.69189409,-125.6977689,34.28451845,6.85690369,24684.85328,PN,Adamstown,26.62592409,4.403701134
148,06/05/2022,23:06:43:990658,-51.69463827,-125.6355694,-51.71524338,-125.1392799,34.27529307,6.855058614,24678.21101,PN,Adamstown,26.64927338,4.962190081
149,06/05/2022,23:06:49:290255,-51.71641628,-125.1092593,-51.73461251,-124.6123854,34.28308067,6.856616133,24683.81808,PN,Adamstown,26.66864251,5.489084589
150,06/05/2022,23:06:54:909083,-51.73559864,-124.5835348,-51.75138268,-124.0862523,34.2827991,6.85655982,24683.61535,PN,Adamstown,26.68541268,6.015217657
151,06/05/2022,23:07:00:202964,-51.75314835,-124.0256917,-51.76636876,-123.5281533,34.27466992,6.854933983,24677.76234,PN,Adamstown,26.70039876,6.573316722
152,06/05/2022,23:07:05:492230,-51.76705578,-123.4996909,-51.77786347,-123.0017383,34.28306226,6.856612452,24683.80483,PN,Adamstown,26.71189347,7.099731676
153,06/05/2022,23:07:11:108775,-51.77840078,-122.9738616,-51.78679278,-122.4756762,34.28301562,6.856603124,24683.77125,PN,Adamstown,26.72082278,7.625793767
154,06/05/2022,23:07:16:399146,-51.78765484,-122.4152502,-51.79347875,-121.9170045,34.2745241,6.85490482,24677.65735,CL,Hanga Roa,24.63873875,12.48459453
155,06/05/2022,23:07:21:691835,-51.79373948,-121.8888491,-51.7971452,-121.3903747,34.28252154,6.856504309,24683.41551,CL,Hanga Roa,24.6424052,11.95796474
156,06/05/2022,23:07:27:315976,-51.79726958,-121.3621323,-51.7982544,-120.8636016,34.28271655,6.856543309,24683.55591,CL,Hanga Roa,24.6435144,11.43119157
157,06/05/2022,23:07:32:623084,-51.79821737,-120.8023747,-51.79663012,-120.3039663,34.27484155,6.85496831,24677.88592,CL,Hanga Roa,24.64189012,10.87155631
158,06/05/2022,23:07:37:926374,-51.79646258,-120.2741538,-51.79244699,-119.775677,34.28425839,6.856851678,24684.66604,CL,Hanga Roa,24.63770699,10.34326695
159,06/05/2022,23:07:43:565119,-51.79213992,-119.7464034,-51.78569974,-119.2480769,34.28269008,6.856538016,24683.53686,CL,Hanga Roa,24.63095974,9.815666945
160,06/05/2022,23:07:48:858398,-51.784728,-119.1854339,-51.77571309,-118.6874036,34.27610982,6.855221963,24678.79907,CL,Hanga Roa,24.62097309,9.254993595
161,06/05/2022,23:07:54:158905,-51.7751299,-118.6590006,-51.76369563,-118.1611116,34.28351649,6.856703298,24684.13187,CL,Hanga Roa,24.60895563,8.728701563
162,06/05/2022,23:07:59:781012,-51.76295955,-118.1321343,-51.74910733,-117.634555,34.28338777,6.856677553,24684.03919,CL,Hanga Roa,24.59436733,8.202144968
163,06/05/2022,23:08:05:087552,-51.74725494,-117.5736723,-51.73084491,-117.0765888,34.276116,6.8552232,24678.80352,CL,Hanga Roa,24.57610491,7.644178759
