LoopNumber,Date,Time,Latitude1,Longtitude1,Latitude2,Longtitude2,distance,km/s,km/hr,Country,City,LatAccuracy,LongAccuracy
334,06/05/2022,23:23:34:297229,-21.66841455,-53.19590929,-21.42639313,-52.98549174,34.60960469,6.921920937,24918.91537,BR,Bataipora,0.868886866,0.285618265
335,06/05/2022,23:23:39:604974,-21.41210167,-52.9730992,-21.1696914,-52.76344691,34.61747366,6.923494733,24924.58104,BR,Presidente Epitacio,0.593638596,0.64788691
336,06/05/2022,23:23:45:317647,-21.15520088,-52.75094714,-20.91241366,-52.54205461,34.62437899,6.924875799,24929.55288,BR,Panorama,0.443976341,0.682334611
337,06/05/2022,23:23:50:619391,-20.87830407,-52.51278795,-20.63522624,-52.30479285,34.61628442,6.923256885,24923.72479,BR,Tres Lagoas,0.152183762,0.600732847
338,06/05/2022,23:23:55:921841,-20.62093567,-52.29259568,-20.37758862,-52.08541602,34.60952107,6.921904215,24918.85517,BR,Tres Lagoas,0.409821382,0.381356025
339,06/05/2022,23:24:01:607877,-20.36318888,-52.073187,-20.11938039,-51.86664339,34.63082008,6.926164017,24934.19046,BR,Ilha Solteira,0.313399611,0.52414339
340,06/05/2022,23:24:06:911894,-20.08642142,-51.8387956,-19.84233846,-51.63310234,34.62320093,6.924640186,24928.70467,BR,Paranaiba,0.165118463,0.442272336
341,06/05/2022,23:24:12:212642,-19.82788044,-51.62094781,-19.58342955,-51.41593681,34.63272766,6.926545533,24935.56392,BR,Paranaiba,0.093790455,0.225106808
342,06/05/2022,23:24:17:933385,-19.56916891,-51.40400555,-19.32438686,-51.19969116,34.63779358,6.927558715,24939.21138,BR,Paranaiba,0.352833138,0.008861155
343,06/05/2022,23:24:23:223544,-19.28960324,-51.1707317,-19.04456297,-50.96723355,34.6300576,6.92601152,24933.64147,BR,Cacu,0.487892974,0.16359645
344,06/05/2022,23:24:28:532616,-19.03072529,-50.95576837,-18.78532566,-50.75290873,34.64067741,6.928135482,24941.28774,BR,Cacu,0.228655662,0.377921267
345,06/05/2022,23:24:34:256769,-18.77061258,-50.74077398,-18.52491798,-50.53859381,34.64277018,6.928554036,24942.79453,BR,Quirinopolis,0.076587978,0.08692381
346,06/05/2022,23:24:39:565051,-18.48982479,-50.50978601,-18.24387877,-50.30837538,34.63643709,6.927287417,24938.2347,BR,Quirinopolis,0.20445123,0.143294616
347,06/05/2022,23:24:44:872898,-18.22910156,-50.29630083,-17.98280805,-50.09549438,34.64737926,6.929475851,24946.11307,BR,Santa Helena de Goias,0.169198051,0.501445623
348,06/05/2022,23:24:50:582619,-17.96810388,-50.08353204,-17.72153455,-49.88337287,34.6489264,6.929785281,24947.22701,BR,Edeia,0.383204549,0.048017131
349,06/05/2022,23:24:55:876983,-17.6870239,-49.85542268,-17.44043221,-49.65616403,34.61286274,6.922572548,24921.26117,BR,Pontalina,0.084567791,0.208944026
350,06/05/2022,23:25:01:184891,-17.42607504,-49.64458716,-17.17894607,-49.4457314,34.6525872,6.93051744,24949.86278,BR,Hidrolandia,0.216726072,0.217671396
351,06/05/2022,23:25:06:873700,-17.16418153,-49.43387561,-16.91678609,-49.23562829,34.65489448,6.930978895,24951.52402,BR,Hidrolandia,0.045433914,0.007568293
352,06/05/2022,23:25:12:168281,-16.88319124,-49.2087665,-16.63557042,-49.01120276,34.64967781,6.929935561,24947.76802,BR,Senador Canedo,0.072489578,0.081857237
353,06/05/2022,23:25:17:458146,-16.62137171,-48.99989708,-16.37344226,-48.80287569,34.65932178,6.931864356,24954.71168,BR,Anapolis,0.046772265,0.149904312
354,06/05/2022,23:25:23:163757,-16.35952706,-48.79183953,-16.11135125,-48.59539478,34.66093437,6.932186875,24955.87275,BR,Abadiania,0.092818747,0.111545217
355,06/05/2022,23:25:28:449037,-16.07681882,-48.56811759,-15.82843046,-48.37232046,34.6559714,6.931194279,24952.29941,BR,Brasilia,0.048710465,0.442600464
356,06/05/2022,23:25:33:753778,-15.81464981,-48.36147824,-15.56597168,-48.16619317,34.66497931,6.932995861,24958.7851,BR,Brasilia,0.213748316,0.236473171
357,06/05/2022,23:25:39:453780,-15.55127762,-48.15467567,-15.30236092,-47.95993138,34.66736069,6.933472138,24960.4997,BR,Padre Bernardo,0.136410922,0.322878617
358,06/05/2022,23:25:44:764355,-15.26800596,-47.93310636,-15.01889714,-47.73897735,34.66167873,6.932335747,24956.40869,BR,Planaltina,0.433882859,0.124807353
359,06/05/2022,23:25:50:073145,-15.00381748,-47.72724712,-14.75442573,-47.53359594,34.67147987,6.934295973,24963.4655,BR,Planaltina,0.698354273,0.080574064
360,06/05/2022,23:25:55:745182,-14.73948878,-47.52201808,-14.48987814,-47.32888026,34.67299735,6.934599471,24964.55809,BR,Cavalcante,0.692378143,0.129449736
361,06/05/2022,23:26:01:055184,-14.45682274,-47.30335103,-14.20703459,-47.11078971,34.66747232,6.933494463,24960.58007,BR,Iaciara,0.11120459,0.479119714
362,06/05/2022,23:26:06:360505,-14.19194249,-47.0991751,-13.94187586,-46.90705288,34.67849853,6.935699706,24968.51894,BR,Iaciara,0.153954143,0.275382875
363,06/05/2022,23:26:12:069625,-13.92707992,-46.89570441,-13.67681815,-46.70407106,34.67858651,6.935717301,24968.58228,BR,Iaciara,0.419011847,0.072401057
364,06/05/2022,23:26:17:371334,-13.64182566,-46.67732348,-13.39140252,-46.48623797,34.6726161,6.934523221,24964.2836,BR,Sao Domingos,0.006927482,0.167907972
365,06/05/2022,23:26:22:674759,-13.376681,-46.47502273,-13.12599777,-46.28434808,34.68293124,6.936586248,24971.71049,BR,Sao Domingos,0.272332226,0.033981925
366,06/05/2022,23:26:28:359464,-13.1112566,-46.27315328,-12.86037687,-46.08292466,34.68502241,6.937004482,24973.21613,BR,Taguatinga,0.456486866,0.35318534
367,06/05/2022,23:26:33:667774,-12.82652746,-46.05730081,-12.57550617,-45.86758767,34.67836192,6.935672385,24968.42059,BR,Taguatinga,0.171616167,0.568522334
368,06/05/2022,23:26:38:967223,-12.56042381,-45.85620612,-12.30915826,-45.66687603,34.68821146,6.937642292,24975.51225,BR,Barreiras,0.156378256,0.676876034
369,06/05/2022,23:26:44:685304,-12.29457726,-45.65590533,-12.04313198,-45.46699289,34.68975553,6.937951105,24976.62398,BR,Barreiras,0.10964802,0.476992892
370,06/05/2022,23:26:49:979140,-12.00752929,-45.44028586,-11.75595007,-45.25185426,34.6837862,6.936757241,24972.32607,BR,Riachao das Neves,0.009840072,0.341854264
371,06/05/2022,23:26:55:295531,-11.74156293,-45.24109348,-11.48975779,-45.05301738,34.69288429,6.938576859,24978.87669,BR,Riachao das Neves,0.256352209,0.143017377
372,06/05/2022,23:27:01:009151,-11.47429132,-45.04148119,-11.22231094,-44.85378777,34.69545823,6.939091647,24980.72993,BR,Formosa do Rio Preto,0.173980942,0.339272227
373,06/05/2022,23:27:06:320652,-11.18686029,-44.82741963,-10.93476642,-44.64017864,34.68854519,6.937709038,24975.75254,BR,Formosa do Rio Preto,0.113563578,0.552881359
374,06/05/2022,23:27:11:621901,-10.91945745,-44.62882287,-10.66733515,-44.44204601,34.67209954,6.934419908,24963.91167,BR,Formosa do Rio Preto,0.380994846,0.751013992
375,06/05/2022,23:27:17:334889,-10.65241686,-44.43100832,-10.39994158,-44.24444189,34.7008526,6.940170519,24984.61387,BR,Formosa do Rio Preto,0.648388422,0.948618111
376,06/05/2022,23:27:22:650680,-10.36445622,-44.21825503,-10.11175849,-44.03201832,34.7107173,6.94214346,24991.71646,BR,Bom Jesus,1.037318495,0.326591685
377,06/05/2022,23:27:27:941034,-10.09633159,-44.02066252,-9.843550213,-43.83481031,34.7035173,6.940703459,24986.53245,BR,Bom Jesus,0.769110213,0.523799689
378,06/05/2022,23:27:33:625771,-9.829345067,-43.8243785,-9.576421313,-43.63885292,34.70500386,6.941000772,24987.60278,BR,Bom Jesus,0.501981313,0.71975708
379,06/05/2022,23:27:38:934463,-9.542297696,-43.61385304,-9.289285481,-43.42871179,34.69834043,6.939668087,24982.80511,BR,Sao Raimundo Nonato,0.274005481,0.729271792
380,06/05/2022,23:27:44:239958,-9.27406703,-43.41758806,-9.020856563,-43.23270836,34.7085176,6.94170352,24990.13267,BR,Sao Raimundo Nonato,0.005576563,0.533268363
381,06/05/2022,23:27:49:951768,-9.005862878,-43.22177261,-8.752525242,-43.03719381,34.70948375,6.941896749,24990.8283,BR,Sao Raimundo Nonato,0.262754758,0.337753807
382,06/05/2022,23:27:55:260590,-8.716979682,-43.01132479,-8.463569588,-42.82710297,34.70228247,6.940456494,24985.64338,BR,Canto do Buriti,0.353569588,0.117337025
383,06/05/2022,23:28:00:562808,-8.448314342,-42.81602404,-8.194713585,-42.63203178,34.71300903,6.942601806,24993.3665,BR,Canto do Buriti,0.084713585,0.312408215
384,06/05/2022,23:28:06:273501,-8.179867402,-42.6212711,-7.926139327,-42.43754178,34.71559638,6.943119276,24995.22939,BR,Sao Joao do Piaui,0.431920673,0.190871778
385,06/05/2022,23:28:11:563679,-7.890608676,-42.41183949,-7.636830631,-42.22844275,34.707037,6.941407401,24989.06664,BR,Simplicio Mendes,0.217059369,0.318162752
386,06/05/2022,23:28:16:873581,-7.622505354,-42.21809976,-7.368552868,-42.03490611,34.71715655,6.943431311,24996.35272,BR,Oeiras,0.343272868,0.096203891
387,06/05/2022,23:28:22:599290,-7.353296069,-42.02390999,-7.09924343,-41.84096222,34.71757571,6.943515141,24996.65451,BR,Oeiras,0.07396343,0.290147777
388,06/05/2022,23:28:27:911388,-7.06288797,-41.8148059,-6.808785063,-41.63215125,34.71071036,6.942142072,24991.71146,BR,Inhuma,0.140455063,0.075628745
389,06/05/2022,23:28:33:228667,-6.793326394,-41.62104826,-6.539063262,-41.43857156,34.72037713,6.944075426,24998.67154,BR,Pimenteiras,0.293783262,0.019401555
390,06/05/2022,23:28:38:922554,-6.523405061,-41.42734293,-6.269047073,-41.24507943,34.72160676,6.944321352,24999.55687,BR,Pimenteiras,0.023767073,0.174090565
391,06/05/2022,23:28:44:236001,-6.234267927,-41.22017796,-5.979871657,-41.03817479,34.71484294,6.942968588,24994.68692,BR,Parambu,0.231238343,0.343734793
392,06/05/2022,23:28:49:536527,-5.964327001,-41.0270616,-5.709783456,-40.84520935,34.72426548,6.944853097,25001.47115,BR,Novo Oriente,0.175343456,0.071039347
393,06/05/2022,23:28:55:248842,-5.694960883,-40.83462694,-5.440331688,-40.65295725,34.72580021,6.945160042,25002.57615,BR,Novo Oriente,0.094108312,0.121212754
394,06/05/2022,23:29:00:539933,-5.404587574,-40.62747278,-5.149938363,-40.44603815,34.71815035,6.94363007,24997.06825,BR,Varzea Alegre,0.200061637,0.062708152
395,06/05/2022,23:29:05:853316,-5.135516057,-40.43576873,-4.880733627,-40.25445805,34.72720468,6.945440935,25003.58737,BR,Tamboril,0.048513627,0.066101948
396,06/05/2022,23:29:11:572727,-4.86524025,-40.24343895,-4.610379367,-40.06228044,34.72924432,6.945848864,25005.05591,BR,Santa Quiteria,0.278439367,0.094389561
397,06/05/2022,23:29:16:882763,-4.574237058,-40.03660524,-4.31936793,-39.85565153,34.72160591,6.944321182,24999.55626,BR,Santa Quiteria,0.01257207,0.301018468
398,06/05/2022,23:29:22:191422,-4.30397001,-39.84472487,-4.048970008,-39.66386175,34.73180437,6.946360875,25006.89915,BR,Iraucuba,0.302860008,0.119468247
399,06/05/2022,23:29:27:896489,-4.033715293,-39.65304733,-3.778666113,-39.47232109,34.73136268,6.946272536,25006.58113,BR,Itapage,0.091996113,0.11378891
400,06/05/2022,23:29:33:204923,-3.743219692,-39.44721619,-3.488168912,-39.26666034,34.72445175,6.944890349,25001.60526,BR,Paraipaba,0.048728912,0.118330343
401,06/05/2022,23:29:38:517021,-3.472839088,-39.25581258,-3.217671284,-39.07532152,34.73424999,6.946849999,25008.66,BR,Paracuru,0.192328716,0.044761525
402,06/05/2022,23:29:44:220698,-3.202225944,-39.06440061,-2.947014186,-38.88401456,34.73457979,6.946915957,25008.89745,BR,Paracuru,0.462985814,0.146545441
403,06/05/2022,23:29:49:512328,-2.911619742,-38.85900696,-2.656419083,-38.67876194,34.72753853,6.945507706,25003.82774,BR,Paracuru,0.753580917,0.351798061
404,06/05/2022,23:29:54:816741,-2.641940776,-38.66853937,-2.386640366,-38.48833558,34.73647556,6.947295113,25010.26241,BR,Paracuru,1.023359634,0.542224417
405,06/05/2022,23:30:00:511948,-2.371574732,-38.47770458,-2.116236166,-38.29757431,34.73749821,6.947499641,25010.99871,BR,Paracuru,1.293763834,0.732985688
406,06/05/2022,23:30:05:814884,-2.081255284,-38.27290361,-1.825940572,-38.09288518,34.73031121,6.946062241,25005.82407,BR,Paracuru,1.584059428,0.937674816
407,06/05/2022,23:30:11:117980,-1.8108799,-38.08226851,-1.55547851,-37.90226557,34.73892522,6.947785045,25012.02616,BR,Paracuru,1.85452149,1.128294432
408,06/05/2022,23:30:16:801637,-1.540471797,-37.89169109,-1.285040645,-37.71173231,34.74027388,6.948054777,25012.9972,BR,Paracuru,2.124959355,1.318827693
409,06/05/2022,23:30:22:104744,-1.250641277,-37.68750106,-0.995248452,-37.50762634,34.73269766,6.946539532,25007.54232,BR,Paracuru,2.414751548,1.522933659
410,06/05/2022,23:30:27:410517,-0.980172826,-37.49700982,-0.724702224,-37.31712173,34.74156193,6.948312387,25013.92459,BR,Paracuru,2.685297776,1.713438271
411,06/05/2022,23:30:33:126870,-0.709559793,-37.30646028,-0.454077158,-37.12659369,34.74196059,6.948392117,25014.21162,BR,Paracuru,2.955922842,1.903966313
412,06/05/2022,23:30:38:429085,-0.41799808,-37.10119472,-0.162562531,-36.92138076,34.7347568,6.94695136,25009.02489,BR,Paracuru,3.247437469,2.109179243
413,06/05/2022,23:30:43:739463,-0.147526329,-36.91079631,0.107978637,-36.73093967,34.74394694,6.948789387,25015.64179,BR,Paracuru,3.517978637,2.299620331
414,06/05/2022,23:30:49:449874,0.123351999,-36.72011791,0.378860626,-36.54025344,34.74467145,6.948934291,25016.16345,BR,Paracuru,3.788860626,2.490306563
415,06/05/2022,23:30:54:756198,0.414634541,-36.5150695,0.67007877,-36.33523192,34.73668984,6.947337967,25010.41668,BR,Paracuru,4.08007877,2.695328078
416,06/05/2022,23:31:00:063564,0.685323082,-36.32449888,0.940825704,-36.14459115,34.74584541,6.949169082,25017.0087,BR,Paracuru,4.350825704,2.885968848
417,06/05/2022,23:31:05:775299,0.956052237,-36.13386856,1.211553959,-35.95392095,34.74741495,6.949482991,25018.13877,BR,Paracuru,4.621553959,3.076639047
418,06/05/2022,23:31:11:079074,1.247380591,-35.92868491,1.502802395,-35.74873721,34.73889898,6.947779795,25012.00726,BR,Paracuru,4.912802395,3.281822793
419,06/05/2022,23:31:16:393685,1.517910425,-35.73809163,1.773372178,-35.55805149,34.74701314,6.949402628,25017.84946,BR,Paracuru,5.183372178,3.472508513
420,06/05/2022,23:31:22:098293,1.78896539,-35.54705976,2.044408576,-35.36695677,34.74765271,6.949530542,25018.30995,BR,Paracuru,5.454408576,3.663603233
421,06/05/2022,23:31:27:402798,2.079880446,-35.34194068,2.335239116,-35.16180297,34.7400861,6.948017219,25012.86199,BR,Fernando de Noronha (Distrito Estadual),6.175519116,2.750972969
422,06/05/2022,23:31:32:701758,2.350379717,-35.15111949,2.605769536,-34.97086012,34.74847709,6.949695419,25018.90351,BR,Fernando de Noronha (Distrito Estadual),6.446049536,2.560030118
423,06/05/2022,23:31:38:424508,2.620559723,-34.96041779,2.875676843,-34.78023997,34.71599459,6.943198918,24995.5161,BR,Fernando de Noronha (Distrito Estadual),6.715956843,2.369409973
424,06/05/2022,23:31:43:718089,2.912302973,-34.75436334,3.167569741,-34.57394691,34.74189573,6.948379146,25014.16493,BR,Fernando de Noronha (Distrito Estadual),7.007849741,2.163116915
425,06/05/2022,23:31:49:011310,3.182144203,-34.56364229,3.437421877,-34.3830832,34.74900183,6.949800366,25019.28132,BR,Fernando de Noronha (Distrito Estadual),7.277701877,1.972253201
426,06/05/2022,23:31:54:715690,3.451918856,-34.37282537,3.707153113,-34.19215051,34.74919387,6.949838774,25019.41959,BR,Fernando de Noronha (Distrito Estadual),7.547433113,1.781320513
427,06/05/2022,23:32:00:017429,3.742589622,-34.1670542,3.997722369,-33.98628045,34.74248747,6.948497494,25014.59098,BR,Fernando de Noronha (Distrito Estadual),7.838002369,1.575450451
428,06/05/2022,23:32:05:305741,4.012709408,-33.97565651,4.26784843,-33.79470745,34.75046087,6.950092175,25020.33183,BR,Fernando de Noronha (Distrito Estadual),8.10812843,1.383877452
429,06/05/2022,23:32:11:005360,4.282085488,-33.78460531,4.537171292,-33.60351196,34.7507979,6.95015958,25020.57449,BR,Fernando de Noronha (Distrito Estadual),8.377451292,1.192681955
430,06/05/2022,23:32:16:308447,4.572333669,-33.57853496,4.827301885,-33.39731593,34.74349511,6.948699021,25015.31648,BR,Fernando de Noronha (Distrito Estadual),8.667581885,0.986485934
431,06/05/2022,23:32:21:609107,4.842346427,-33.38661701,5.097306869,-33.20519663,34.751059,6.950211801,25020.76248,BR,Fernando de Noronha (Distrito Estadual),8.937586869,0.794366631
432,06/05/2022,23:32:27:296608,5.112159849,-33.19462155,5.367059284,-33.01302603,34.75185424,6.950370849,25021.33505,BR,Fernando de Noronha (Distrito Estadual),9.207339284,0.602196034
433,06/05/2022,23:32:32:603225,5.401576977,-32.98841845,5.656339924,-32.80667265,34.74356681,6.948713361,25015.3681,BR,Fernando de Noronha (Distrito Estadual),9.496619924,0.395842652
434,06/05/2022,23:32:37:911811,5.67155513,-32.7958111,5.926314577,-32.61382441,34.75324002,6.950648004,25022.33281,BR,Fernando de Noronha (Distrito Estadual),9.766594577,0.202994406
435,06/05/2022,23:32:43:621739,5.941547043,-32.60293562,6.196216286,-32.42075801,34.75158637,6.950317275,25021.14219,BR,Fernando de Noronha (Distrito Estadual),10.03649629,0.009928009
436,06/05/2022,23:32:48:918681,6.231846789,-32.39524988,6.486371395,-32.21288782,34.74386274,6.948772549,25015.58118,BR,Fernando de Noronha (Distrito Estadual),10.3266514,0.19794218
437,06/05/2022,23:32:54:217016,6.501082948,-32.2023393,6.75558244,-32.01971555,34.75210692,6.950421384,25021.51698,BR,Fernando de Noronha (Distrito Estadual),10.59586244,0.39111445
438,06/05/2022,23:32:59:911408,6.770285557,-32.00915657,7.024698793,-31.82630297,34.75250733,6.950501466,25021.80528,CV,Vila Nova Sintra,7.841971207,7.109632974
439,06/05/2022,23:33:05:215670,7.059496519,-31.80127085,7.313749287,-31.6182057,34.74423748,6.948847497,25015.85099,CV,Vila Nova Sintra,7.552920713,6.901535695
440,06/05/2022,23:33:10:519395,7.328811867,-31.60735117,7.583028553,-31.42399473,34.75255902,6.950511804,25021.8425,CV,Vila Nova Sintra,7.283641447,6.707324728
441,06/05/2022,23:33:16:201121,7.597989359,-31.41319451,7.852103025,-31.22958297,34.75223904,6.950447808,25021.61211,CV,Vila Nova Sintra,7.014566975,6.512912967
442,06/05/2022,23:33:21:502217,7.886216918,-31.20490943,8.140156955,-31.02105699,34.74380572,6.948761144,25015.54012,CV,Vila Nova Sintra,6.726513045,6.304386995
443,06/05/2022,23:33:26:815650,8.155040459,-31.01027107,8.408932613,-30.82609853,34.7520873,6.950417459,25021.50285,CV,Vila Nova Sintra,6.457737387,6.109428531
444,06/05/2022,23:33:32:526741,8.424367855,-30.81489079,8.678147474,-30.63043191,34.75207425,6.950414851,25021.49346,CV,Vila Nova Sintra,6.188522526,5.913761912
445,06/05/2022,23:33:37:836602,8.713703191,-30.60455998,8.967294163,-30.41982893,34.7433664,6.94867328,25015.22381,CV,Vila Nova Sintra,5.899375837,5.703158927
446,06/05/2022,23:33:43:152924,8.9826029,-30.40866535,9.23613858,-30.22358077,34.75227428,6.950454856,25021.63748,CV,Vila Nova Sintra,5.63053142,5.506910772
447,06/05/2022,23:33:48:849658,9.251689276,-30.21221619,9.505097042,-30.02681812,34.75177783,6.950355565,25021.28004,CV,Vila Nova Sintra,5.361572958,5.310148121
448,06/05/2022,23:33:54:151822,9.539873818,-30.00134417,9.793078306,-29.81564488,34.74274875,6.94854975,25014.7791,CV,Vila Nova Sintra,5.073591694,5.098974883
449,06/05/2022,23:33:59:460912,9.807973195,-29.80470843,10.06110131,-29.61863294,34.75038334,6.950076669,25020.27601,CV,Vila Nova Sintra,4.805568688,4.901962935
450,06/05/2022,23:34:05:174984,10.0762727,-29.60746715,10.32926994,-29.42104227,34.75109777,6.950219553,25020.79039,CV,Vila Nova Sintra,4.537400065,4.704372274
451,06/05/2022,23:34:10:486376,10.36486347,-29.3947802,10.61764804,-29.20801818,34.74260058,6.948520117,25014.67242,CV,Vila Nova Sintra,4.249021958,4.491348185
452,06/05/2022,23:34:15:785223,10.63298,-29.19667643,10.88567356,-29.00950886,34.74993326,6.949986652,25019.95195,CV,Vila Nova Sintra,3.980996442,4.292838856
453,06/05/2022,23:34:21:497865,10.90029618,-28.99866412,11.15284395,-28.81111981,34.75023641,6.950047282,25020.17022,CV,Vila Nova Sintra,3.713826048,4.094449815
454,06/05/2022,23:34:26:803538,11.18830007,-28.78475238,11.4406171,-28.59684237,34.74104511,6.948209021,25013.55248,CV,Vila Nova Sintra,3.426052903,3.880172372
455,06/05/2022,23:34:32:105851,11.45563493,-28.58564289,11.70785707,-28.39729068,34.74953466,6.949906932,25019.66496,CV,Vila Nova Sintra,3.158812934,3.680620684
456,06/05/2022,23:34:37:789871,11.72262422,-28.38624772,11.97467543,-28.19749736,34.74809493,6.949618986,25018.62835,CV,Vila Nova Sintra,2.891994567,3.480827364
457,06/05/2022,23:34:43:099743,12.00862861,-28.17203262,12.26044161,-27.98288229,34.73958676,6.947917352,25012.50247,CV,Vila Nova Sintra,2.606228391,3.266212294
458,06/05/2022,23:34:48:386325,12.2756413,-27.97144837,12.52734688,-27.78182408,34.74811673,6.949623347,25018.64405,CV,Vila Nova Sintra,2.339323115,3.065154078
459,06/05/2022,23:34:54:113242,12.54129137,-27.77130334,12.79281755,-27.58124847,34.7471779,6.949435581,25017.96809,CV,Vila Nova Sintra,2.073852446,2.864578472
460,06/05/2022,23:34:59:404371,12.82884786,-27.55397907,13.08011689,-27.36349051,34.73812026,6.947624052,25011.44659,CV,Vila Nova Sintra,1.786553105,2.646820508
461,06/05/2022,23:35:04:706949,13.09434324,-27.35268872,13.34549237,-27.16169613,34.7466315,6.9493263,25017.57468,CV,Vila Nova Sintra,1.521177627,2.445026126
462,06/05/2022,23:35:10:403560,13.36020719,-27.15048813,13.61115773,-26.95903653,34.74489464,6.948978928,25016.32414,CV,Vila Nova Sintra,1.255512272,2.242366534
463,06/05/2022,23:35:15:707119,13.64559291,-26.93272002,13.89628334,-26.74079604,34.7372034,6.94744068,25010.78645,CV,Vila Nova Sintra,0.970386662,2.024126044
464,06/05/2022,23:35:20:999582,13.91109309,-26.72943921,14.16163552,-26.53698897,34.74371733,6.948743467,25015.47648,CV,Vila Nova Sintra,0.705034477,1.820318966
465,06/05/2022,23:35:26:693287,14.17581743,-26.52607701,14.42616203,-26.3331263,34.74386403,6.948772807,25015.5821,CV,Vila Nova Sintra,0.440507975,1.616456296
466,06/05/2022,23:35:31:998240,14.46036091,-26.30671911,14.71042164,-26.11326954,34.73482604,6.946965209,25009.07475,CV,Vila Nova Sintra,0.156248359,1.396599541
467,06/05/2022,23:35:37:303258,14.7252664,-26.10176531,14.97516626,-25.90775609,34.74144006,6.948288013,25013.83685,CV,Vila Nova Sintra,0.108496256,1.191086088
468,06/05/2022,23:35:43:018527,14.98994086,-25.89626533,15.23963481,-25.7017172,34.74241461,6.948482922,25014.53852,CV,Vila Nova Sintra,0.372964812,0.985047196
469,06/05/2022,23:35:48:323249,15.27481311,-25.6742543,15.5241905,-25.47918384,34.73096722,6.946193443,25006.2964,CV,Vila Nova Sintra,0.657520503,0.76251384
470,06/05/2022,23:35:53:635410,15.53899615,-25.4675809,15.78822337,-25.27189813,34.74101194,6.948202388,25013.5286,CV,Vila Nova Sintra,0.921553374,0.555228128
471,06/05/2022,23:35:59:343639,15.80329873,-25.26003916,16.05228864,-25.06379696,34.73959107,6.947918214,25012.50557,CV,Mindelo,0.837851359,0.083376956
472,06/05/2022,23:36:04:662442,16.08702216,-25.03636488,16.33569937,-24.83955105,34.73071945,6.946143889,25006.118,CV,Tarrafal de Sao Nicolau,0.230970629,0.472881046
473,06/05/2022,23:36:09:974788,16.35114675,-24.82730128,16.5996408,-24.62985369,34.73825032,6.947650065,25011.54023,CV,Tarrafal de Sao Nicolau,0.032970805,0.263183685
474,06/05/2022,23:36:15:665669,16.61468481,-24.61787619,16.86293409,-24.41982983,34.73778646,6.947557293,25011.20625,CV,Vila da Ribeira Brava,0.246264085,0.119829828
475,06/05/2022,23:36:20:965793,16.89669944,-24.39283413,17.14461604,-24.19418633,34.72815124,6.945630249,25004.26889,CV,Vila da Ribeira Brava,0.527946045,0.105813674
476,06/05/2022,23:36:26:269632,17.15909353,-24.18256205,17.40681043,-23.9832501,34.73530423,6.947060846,25009.41905,CV,Vila da Ribeira Brava,0.790140433,0.316749901
477,06/05/2022,23:36:31:990653,17.42138536,-23.97149858,17.66884431,-23.77155359,34.7349892,6.94699784,25009.19222,CV,Vila da Ribeira Brava,1.052174308,0.52844641
478,06/05/2022,23:36:37:280055,17.70398967,-23.74309109,17.95098118,-23.54260002,34.70881648,6.941763296,24990.34786,CV,Espargos,1.195741182,0.59800002
479,06/05/2022,23:36:42:572240,17.9649993,-23.53119646,18.21188781,-23.32991682,34.73161049,6.946322098,25006.75955,CV,Espargos,1.456647811,0.385316816
480,06/05/2022,23:36:48:282831,18.2258512,-23.31850794,18.47246988,-23.11655952,34.73166168,6.946332337,25006.79641,CV,Espargos,1.717229883,0.17195952
481,06/05/2022,23:36:53:586995,18.50698402,-23.08822891,18.75323902,-22.88560113,34.72227215,6.94445443,25000.03595,CV,Espargos,1.997999017,0.058998865
482,06/05/2022,23:36:58:898764,18.76781789,-22.87357784,19.01384004,-22.67021607,34.72909836,6.945819672,25004.95082,CV,Espargos,2.25860004,0.274383932
483,06/05/2022,23:37:04:608557,19.02871114,-22.65789524,19.27444349,-22.45382918,34.7286661,6.94573322,25004.63959,CV,Espargos,2.519203488,0.490770822
484,06/05/2022,23:37:09:906872,19.30879536,-22.42523011,19.55414577,-22.22044791,34.7190435,6.9438087,24997.71132,CV,Espargos,2.79890577,0.724152088
485,06/05/2022,23:37:15:215535,19.56838575,-22.20853427,19.81349075,-22.00297951,34.72631367,6.945262734,25002.94584,CV,Espargos,3.058250753,0.941620494
486,06/05/2022,23:37:20:931940,19.8281501,-21.99065593,20.07294656,-21.7843632,34.7254664,6.94509328,25002.33581,CV,Espargos,3.317706555,1.160236796
487,06/05/2022,23:37:26:237555,20.10749029,-21.75517606,20.35188804,-21.54812664,34.71595117,6.943190234,24995.48484,CV,Espargos,3.596648038,1.396473359
488,06/05/2022,23:37:31:541798,20.36642736,-21.5357786,20.6105608,-21.32791971,34.72294363,6.944588726,25000.51941,CV,Espargos,3.855320802,1.61668029
489,06/05/2022,23:37:37:256308,20.62494934,-21.31563826,20.86875593,-21.10700653,34.72180156,6.944360311,24999.69712,MR,Nouadhibou,0.062224069,4.072356531
490,06/05/2022,23:37:42:564421,20.90306941,-21.07756283,21.14646142,-20.86813341,34.71252923,6.942505846,24993.02104,MR,Nouadhibou,0.215481421,3.833483407
491,06/05/2022,23:37:47:862477,21.16106156,-20.855538,21.40417673,-20.64525634,34.72018961,6.944037922,24998.53652,MR,Nouadhibou,0.47319673,3.610606345
492,06/05/2022,23:37:53:580472,21.41819771,-20.63309716,21.6609716,-20.42200372,34.71935835,6.943871669,24997.93801,MR,Nouadhibou,0.729991599,3.387353719
