ImageNumber
1,Day,0.99609
2,Day,0.99609
3,Day,0.99609
4,Day,0.99609
5,Day,0.99219
6,Day,0.99609
7,Day,0.99609
8,Day,0.99609
9,Day,0.99609
10,Day,0.99609
11,Day,0.99609
12,Day,0.99609
13,Day,0.99609
14,Day,0.99609
15,Day,0.99609
16,Day,0.99609
17,Day,0.99609
18,Day,0.99609
19,Day,0.99609
20,Day,0.99609
21,Day,0.99609
22,Day,0.99609
23,Day,0.99609
24,Day,0.99609
25,Day,0.99609
26,Day,0.99609
27,Day,0.99609
28,Day,0.99609
29,Day,0.99609
30,Day,0.99609
31,Day,0.99609
32,Day,0.99609
33,Day,0.99609
34,Day,0.99609
35,Day,0.99609
36,Day,0.99609
37,Day,0.99609
38,Day,0.99609
39,Day,0.99609
40,Day,0.99609
41,Day,0.99609
42,Day,0.99609
43,Day,0.99609
44,Day,0.99609
45,Day,0.99609
46,Day,0.99609
47,Day,0.99609
48,Day,0.99609
49,Day,0.99609
50,Day,0.99609
51,Day,0.99609
52,Day,0.99609
53,Day,0.99609
54,Day,0.99609
55,Day,0.99609
56,Day,0.99609
57,Day,0.99609
58,Day,0.99609
59,Day,0.98438
60,Day,0.94922
61,Day,0.87891
62,Day,0.99219
63,Day,0.98438
64,Day,0.99609
65,Day,0.95703
66,Day,0.76562
67,Twilight,0.67969
68,Twilight,0.84766
69,Twilight,0.93750
70,Twilight,0.50000
71,Twilight,0.85938
72,Twilight,0.78125
73,Twilight,0.89844
74,Twilight,0.94531
75,Twilight,0.96484
76,Twilight,0.94922
77,Twilight,0.89453
78,Twilight,0.98047
79,Twilight,0.97656
80,Twilight,0.99219
81,Twilight,0.99219
82,Twilight,0.99609
83,Twilight,0.99609
84,Twilight,0.99609
85,Twilight,0.99609
86,Twilight,0.99609
87,Twilight,0.99609
88,Twilight,0.99609
89,Twilight,0.99609
90,Twilight,0.99609
91,Twilight,0.99609
92,Twilight,0.99609
93,Night,0.90625
94,Night,0.99609
95,Night,0.99609
96,Night,0.99609
97,Night,0.99609
98,Night,0.99609
99,Night,0.99609
100,Night,0.99609
101,Night,0.99609
102,Night,0.99609
103,Night,0.99609
104,Night,0.99609
105,Night,0.99609
106,Night,0.99609
107,Night,0.99609
108,Night,0.99609
109,Night,0.99609
110,Night,0.99609
111,Night,0.99609
112,Night,0.99609
113,Night,0.99609
114,Night,0.99609
115,Night,0.99609
116,Night,0.99609
117,Night,0.99609
118,Night,0.99609
119,Night,0.99609
120,Night,0.99609
121,Night,0.99609
122,Night,0.99609
123,Night,0.99609
124,Night,0.99609
125,Night,0.99609
126,Night,0.99609
127,Night,0.99609
128,Night,0.99609
129,Night,0.99609
130,Night,0.99609
131,Night,0.99609
132,Night,0.99609
133,Night,0.99609
134,Night,0.99609
135,Night,0.99609
136,Night,0.99609
137,Night,0.99609
138,Night,0.99609
139,Night,0.99609
140,Night,0.99609
141,Night,0.99609
142,Night,0.99609
143,Night,0.99609
144,Night,0.99609
145,Night,0.99609
146,Night,0.99609
147,Night,0.99609
148,Night,0.99609
149,Night,0.99609
150,Night,0.99609
151,Night,0.99609
152,Night,0.99609
153,Night,0.99609
154,Night,0.99609
155,Night,0.99609
156,Night,0.99609
157,Night,0.99609
158,Night,0.99609
159,Night,0.99609
160,Night,0.99609
161,Night,0.99609
162,Night,0.99609
163,Night,0.99609
164,Night,0.99609
165,Night,0.99609
166,Night,0.99609
167,Night,0.99609
168,Night,0.99609
169,Night,0.99609
170,Night,0.99609
171,Night,0.99609
172,Night,0.99609
173,Night,0.99609
174,Night,0.99609
175,Night,0.99609
176,Night,0.99609
177,Night,0.99609
178,Night,0.99609
179,Night,0.99609
180,Night,0.99609
181,Night,0.99609
182,Night,0.99609
183,Night,0.99609
184,Night,0.99609
185,Night,0.99609
186,Night,0.99609
187,Night,0.99609
188,Night,0.99609
189,Night,0.99609
190,Night,0.99609
191,Night,0.99609
192,Night,0.99609
193,Night,0.99609
194,Night,0.99609
195,Night,0.99609
196,Night,0.99609
197,Night,0.99609
198,Night,0.99609
199,Night,0.99609
200,Night,0.99609
201,Night,0.99609
202,Night,0.99609
203,Night,0.99609
204,Night,0.99609
205,Night,0.99609
206,Night,0.99609
207,Night,0.99609
208,Night,0.99609
209,Night,0.98828
210,Twilight,0.88281
211,Twilight,0.99609
212,Twilight,0.99219
213,Twilight,0.99219
214,Twilight,0.98828
215,Twilight,0.98828
216,Twilight,0.99219
217,Twilight,0.98828
218,Twilight,0.99219
219,Twilight,0.98438
220,Twilight,0.98438
221,Twilight,0.98047
222,Twilight,0.91797
223,Twilight,0.92578
224,Twilight,0.89844
225,Twilight,0.94141
226,Twilight,0.87891
227,Twilight,0.67188
228,Night,0.48828
229,Night,0.56250
230,Night,0.48828
231,Night,0.54297
232,Day,0.48828
233,Day,0.96875
234,Day,0.99609
